index,structure,energy,success,homo_lumo_gap,dipole_moment
4,edta_conformer_3_opt,-67.990440695264,True,2.4809,4.515
2,edta_conformer_4_opt,-67.988696656188,True,2.9995000000000003,2.831
0,edta_conformer_1_opt,-67.985403667288,True,2.9010999999999996,2.771
1,edta_conformer_0_opt,-67.984648424125,True,2.9804000000000004,3.942
3,edta_conformer_2_opt,-67.982552610794,True,2.8138999999999994,1.933
